"ID","Strategy"
"1705284181754","I went to the task with the most points but I made sure that I clicked on the other tasks as well. It was important to not stick with one task because the others would expire."
"1705284228268","I prioritized the tasks that had the highest amount of points available."
"1705284486010","I tried to focus on what expired first but didnt always have the best optimization."
"1705284486663","I tried to earn the most points"
"1705284980448","I tried to complete the tasks with longer turns and higher points."
"1705285390125","I tried to go for the task with most points and go down from there."
"1705285518734","To click the complete tasks"
"1705285577343","I was trying to get the maximum number of points in the shortest number of moves/time."
"1705285665135","C lick as many as possible as quickly as possible."
"1705285821087","I went with the most points factoring in the deadline time."
"1705286126749","I tried to maximize points each individual round. "
"1705286183682","making best use of the time allotted with the deadline usage to get the highest point value "
"1705286390974","I mostly went in order from top to bottom, when i noticed the bottom 2 expiring first, I tried to do them first but then I seemed to score less with the others expiring so I went back to going from tg"
"1705286410994","My strategy is to look at the nearest deadlines then compare the highest points. Just maximize opportunity costs."
"1705288398540","My strategy was to pick the tasks which optimized the amount of points that I earned."
"1705288544290","My primary strategy consisted of focusing on tasks with the highest number of points. I also evaluated time required for similarly valued tasks."
"1705288948725","Work from top to bottom."
"1705291661755","I was trying to complete the tasks that earned me the most points to maximize my bonus. For awhile,  I was trying to do the tasks with the shortest deadline before they expired."
"1705292657392","I simply looked at the deadline along with the length of the tasks and tried to fit in as many as possible."
"1705586013888",NA
"1705944942805","I tried toselect the highest paying tasks with the earliest deadlines to start and then base it off points and deadlines for all the rest as well."
"1705944944211","I started out choosing the highest points but I only got 0 for all choices. Therefore, I did a random choice with different numbers, whether high or low, and still accomplished nothing."
"1705944946895","What I learned is that I should start in the middle for my first click. After that I will respond to whatever other task it available. "
"1705944952541","I looked at deadlines and prioritized tasks which expired earlier, but also looked to see if other tasks would expire if I just went in order, and ignored the tasks that paid the least."
"1705944954830","I did not follow any specific strategies"
"1705944955127","I went for the maximum points and minimum completion time. I did the tasks in the order in which they would expire."
"1705944955150","I generally started with the lowest deadline unless the point value for one of the other options was too high to ignore, much higher than the rest."
"1705944955204","I first found the tasks with the most points attached to them, such as 300 points, and then I clicked 5 times as fast as I could on that button.  Then I did the same for next-highest point-button. "
"1705944961428","At first I just went with the most points available. But, then I started to go with the jobs that required the least turns."
"1705944968170","I tried to just go for the highest-scoring one first, and then kept picking the highest ones I could."
"1705944972248","I tried to do the ones with the soonest limits first, and if there were two that were close I went with the highest scoring one."
"1705944980424","I took all project at random and tried to hurry clicking any pending task."
"1705945010571","I chose the shortest deadlines at the beginning. Then I followed after tasks that had enough days between gaps and had the most points."
"1705945010715","Maximize point values"
"1705945010835","I tried to calculate what would be the optimal task to take at a given time given the amount of turns taken, the deadline, and how many points the task would give me."
"1705945010966","I took as many of the highest paying tasks as I could. I tried to pick the highest value tasks fast - sometimes I failed. I'd count clicks as I looked over the remaining values to pick my next target."
"1705945011134","I tried to plan ahead and figure out what order to do them in so that the ones I really wanted wouldn't expire."
"1705945011892","Been trying to go with the highest scores early as possible. And then hoping I only lose out on the lowest points possible."
"1705945012299","
Tried to pick the highest points."
"1705945012485","I was trying to earn as my points as possible. I thought I was choosing the best options that would give me the best chance at the most points."
"1705945012633","I look for the tasks with the most points first. Once I complete those I click whatever is left."
"1705945012726","I prioritize task which have the biggest points in all the tasks."
"1705945013085","I wanted to do the best that I could to get the most points available. It was important to me to get a high score."
"1705945013131","I completed the task with the most points first."
"1705945013439","I PICKED THE TASKS WITH THE MOST POINTS TO COMPLETE FIRST."
"1705945013768","I tried to go for the task with the most points first, then the second most points, etc. If something expired, then I would look for the most available points and hurriedly try to complete the task."
"1705945013979","I tried to see if the number of tasks in each set would affect the number of points I received. I tried doing lower numbers, then increasing or doing higher numbers first and then decreasing."
"1705945014614","I was trying to find a method that scored me many points. I didn't feel like I was sucessful in matching the metrics I saw with gaining any other points. "
"1705945014914","I tried to choose the max points with the shortest time"
"1705945015103","I at first tried to complete the ones with the closest deadline thinking that I could work through more but then started trying to do the ones worth more points first."
"1705945015540","I started with the highest points and used all the turns there, then moved to the next highest points. "
"1705945016595","I wanted to do the tasks that awarded the most points first and try to complete the others before they expired."
"1705945016714","I tried to do the tasks that awarded the most points, which was the objective of the study. "
"1705945017075","I looked at how much each task was worth and when it would expire. I tried to mentally calculate if its better to ignore a task that would expire sooner as it may mean I could take higher valued task."
"1705945018454","I saw the available points. I clicked the highest ones first"
"1705945018980","I tried to prioritize the highest point values first."
"1705945019519","The instructions were a bit confusing to me and I struggled for the first few tasks. After a while though, I started with the tasks that had the highest payout first."
"1705945019711","I tried to pick the shortest length and deadlines to maximize the number of tasks chosen."
"1705945019808","I tried to select the tasks in order of shortest expiration time."
"1705945020489","speed  and game understanting is important"
"1705945022068","I made my own decision"
"1705945022195","I tried to do the quickest tasks first, so I would have more time to complete the longer, more complicated tasks."
"1705945023003","For some reason I have scored 0 points regardless of selection. I am randomly guessing."
"1705945024616","To try and maximize points per day"
"1705945024810","I didn't have a strategy. I just picked one. "
"1705945025085","I tried to do the ones with the most points first before they expired."
"1705945025215","I was randomly clicking to see the best strategy."
"1705945025884","After I figured out what was expected...I tried to find as many turns as possible."
"1705945026137","Since every task had a length of 5, it was only a matter of getting the most out of the chunks of 5 time spent. It was actually suspiciously similar to the process of selecting work on mTurk."
"1705945028444","i chose the higher number"
"1705945029349","I tried to prioritize the tasks that maximized my point value relative to the amount of time it'd take. I also did this while keeping an eye on deadlines and being mindful of the best task order."
"1705945029584","I just tried to click very quickly, not sure what other strategy that i could use"
"1705945029718","I started with the task with the greatest number of points. I then went for the second largest, third largest, and so on. "
"1705945032810","none"
"1705945032988","I was trying to do the tasks that were giving me the most points. The last choice - I was trying to see if there was a trick."
"1705945033019","I went with the highest number of points for the shortest time. I wasnt sure if speed of selection had an impact, so I tried to make my actions quickly"
"1705945035138","I tried to get the highest paying ones first."
"1705945040380","I started with the highest number and kept choosing the highest one left.  Then I tried starting with the second highest because sometimes that worked because another high one would be gone/"
"1705945041310","I didn't have a strategy at all. I just clicked things hoping for a high score. Well, I typically clicked the things with the highest points, then the next highest, then the next, etc... "
"1705945041923","I prioritized the tasks with less steps "
"1705945042815","I focused on maximum points"
"1705945043001","I tried to understand if there were rules involved. I didn't get it. In the end I saw I could never get all tasks completed and some would expire so I tried to click as fast as possible and choose ta"
"1705945045241","The task was difficult on the first try. I thought each selection would be on a different page. I put all of my turns into the task with the highest points until the tasks ran out."
"1705945046235","I chose the ones with the most points and the turns left. "
"1705945051024","I chose the tasks with the most potential points."
"1705945052807","I tried to max out turns before they expire. If two had the same amount of turns left I went with the one with the higher points"
"1705945053269","I tried to maximize the points based on the duration of the task."
"1705945054170","When selecting the highest earning choice resulted in no points earned, I selected other than the highest on the next round."
"1705945054728","Basically I chose the task with the earliest deadline first and worked on it until completion. After that I looked what I could complete next and it's point value relative to the next closest one."
"1705945058014","I picked the highest amount to win and then go to the lower one."
"1705945058889","i went for the higher point ones for the most part and then took what was left"
"1705945060350","I just chose which outcomes were the best according to my own opinion and I just went along with my choices. "
"1705945064444","trying to get the most turns"
"1705945064584","I thought I would pick the one with the most points first, but they expired so quickly my strategy became click on them as fast as you can to get as many as you can before they expire."
"1705945065328","I usually started with highest point working downward in next highest fashion. A couple times I was more random but still choosing highest first."
"1705945068489","I tried to choose them in an order where I would meet the deadline and prioritized jobs that gave more points."
"1705945075083","I was to optimize the score and picked the greater score in order to be more efficient. "
"1705945078158","I quickly scanned the number of points available for each task and tried to click on the highest amounts."
"1705945078509","I used the strategy to maximize the deadline vs the point awards,  and chose the higher of the two on the selections."
"1705945078822","I tried to complete the higher tier scores first, followed by the scores with the lowest deadline score."
"1705945081558","I wanted to choose the highest points first."
"1705945082242","I looked for the tasks with the most points. They started to expire quickly so then I was trying to get the ones with the least amount of turns until they finished. "
"1705945083349","Im using time and high score. The lower time with a high score gets picked first"
"1705945084415","I tried to find the deadline and get the most out of each one first."
"1705945085935","I tried to go for tasks that had the highest point threshold."
"1705945089786","Started with the highest scoring tasks first."
"1705945093904","I just clicked the highest one first and went from there/"
"1705945093939","I first had to figure out the game to think of a strategy and once I did so I compared the lowest deadlines to be selected first. Whichever had the higher points from them was selected first."
"1705945096407","I tried to click the things with the highest points on most of them."
"1705945102099","I look at the option with the highest points and choose that option. Then I go to the option with the second highest amount of points."
"1705945102425","I tried to go for things that took the least amount of time, but had the height deadline, in order of less amount of time to do and largest deadline to least."
"1705945103483","I tried a few different strategies to see which worked best. Mainly I identifed the highest point tasks and focused on those trying to max those points out before they expired/ "
"1705945103695","At first I was confused. I eventually realized that it might be best to order the task from when it expired from the least amount of time to the most amount of time. I do not know if it was the best."
"1705945105880","I tried to pick the tasks that gave me the most number of points while also not taking too much time.  I would choose shorter tasks if possible to pick up some easy points. "
"1705945108881","I looked at the points available and tried to maximize the points by selecting the largest points possible.  It was a bit confusing at first, but this is what I did towards the end. "
"1705945109650","The strategy I used was to finish one task at a time until it was complete."
"1705945110901","I have selected those tasks that bring me the highest number of points."
"1705945114883","looked at the 5 turns and tried to pick the bigger number that would come after the smaller one which was up next."
"1705945115312","I tried to select the tasks with the highest points before time ran out."
"1705945117174","i looked at which had the highest points available."
"1705945117679","I went for the most point, most of the time. Sometimes I wanted to target the ones with the least time."
"1705945118387","I looked at which would expire first and determined which I wanted to do out of those. I also looked at the highest point values and determined how to reach each of those."
"1705945120123","I just clicked on all the buttons basically"
"1705945121298","I was trying to act as fast as possible."
"1705945122344","I would look for the amount of time relative to the points."
"1705945123129","I just tried to get high point tasks with low deadlines done quickly and go from there."
"1705945124393","I was trying to click the tasks with the highest number of points first."
"1705945127540","It seemed by picking the smallest difference between the two numbers resulted in higher points. Beyond that there was no strategy. "
"1705945128908","i just took the more points that were bigger"
"1705945130600","I attempted to complete the highest point tasks first."
"1705945132390","I tried to maximize points while also being mindful of some limits."
"1705945134897","In truth, I haven't figured out a pattern. I was just clicking the mouse as fast as possible. "
"1705945136616","I wanted to try selecting the task with the highest points during each round."
"1705945139804","Choose the maximum points in the table as fast as you can. And immediately move to the next maximum number quickly"
"1705945140669","I prioritized getting as many tasks done as possible before they expired. I aimed to finish tasks that had shorter deadlines and required the fewest turns first."
"1705945142666","I tried to weight the deadline and the length of the task against the points total. I would find the higher point totals and then find the option with the shortest length and deadline."
"1705945142820","I tried to choose the tasks in order of the deadlines. After sorting by deadline if there were two with similar deadlines I would choose the one with the maximum number of points available to receive."
"1705945145587","I tried to select the task with the lowest deadlines because they would disappear if I didn't select them early. My priorities was to put the deadlines first and then the amount totals second."
"1705945149027","The main strategy I used was to work on tasks that would yield the most points in descending order of availability. I did try to switch it up at one point but went back to my original strategy."
"1705945152729","I just tried to focus on the tasks worth the most."
"1705945152793","I just tried to map out the different scenarios in my head, looking at which tasks would be eliminated by each choice and then choosing the order which gave the highest point total."
"1705945157365","I tried to select the tasks with the highest point values. I felt this would maximize my potential points in the game within the time alloted."
"1705945157807","I did what I could to maximize my points by going for the highest points first."
"1705945161197","I am trying to get the ones worth the most points while also paying attention to when the expire."
"1705945161811","I would try to get to the ones that expired sooner, but also try to look at the points.  But it moved too fast for me to respond accurately."
"1705945162096","picked the tasks with maximum points"
"1705945168543","I first looked at both the reward and time. I tried to calculate the most efficient tasks."
"1705945171430","I tried to go in order of lowest to highest deadline numbers first."
"1705945179126","I became more comfortable starting from the back and stuck to it eith a view of refining it. "
"1705945179409","I tried to get the most points first, then proceeded from there"
"1705945180974","I decided to use most of my turns on the ones with the highest point values. I also favored ones that I could complete quicker."
"1705945181415","I tried to take the tasks that were the most points. I tried to go as fast as  I could."
"1705945181715","I thought that trying to complete tasks with the maximum points first would help me. However, completing those tasks did not give me higher points so I randomly chose tasks to get more completed."
"1705945182457","I tried selecting the highest available points. I sometimes looked at the other information to help make my choices."
"1705945191531","I tried to just get as many points as I could quickly before they expired. No other strategy really."
"1705945193192","I tried to determine which tasks I could complete in order by their deadline, and if there were more than one that would expire after my next choice, I would choose the one worth the most points."
"1705945193448","I attempted to first choose the task with the highest amount of points.  From there I glanced at the other tasks and made my best effort to click the task with the 2nd highest points.  "
"1705945196945","Sometimes I click on the one with the most points so that I would at least get the highest points first and on other's i chose randomly to try and maximize because i couldn't really figure it out "
"1705945198982","I looked at the total points and the amount before it expired. I tried to do the most valuable task before it expires then follow up with everything else I can."
"1705945199408","I generally just went one by one until each one was expired or completed."
"1705945202375","I categorized and completed by the number of points available."
"1705945203704","I tried different ways of priotarizing, but at the end I figured that going after tasks that had larger payout is best strategy. "
"1705945204400","went for as many as the highest paying tasks as I could while keeping a close eye on the expiration times"
"1705945205287","Since it didnâ€™t give me any chance I just selected random "
"1705945208133","My strategy was to try to go after the tasks that had the least amount of time allocated as a deadline."
"1705945216604","I always began with the highest points earned  and then the second etc. I always ran our of time prior to reaching the lower point items and never came close to the optimum point allotment."
"1705945227276","i jumped straight i"
"1705945234688","I tried to get as many turns as possible with the ones that had the most points and most turns available."
"1705945248318","I looked at what was expiring first and tried to do those "
"1705945251199","I did not have a strategy. I just clicked randomly. "
"1705945254062","Toward the end I kind of understood that the deadline was more important than the number of turns.  So what I did was pick the tasks based on the deadline from lowest to highest."
"1705945257950","I just chose the highest amount of points and went down from there when they were used up. "
"1705945259457","Did not follow any specific strategies"
"1705945281118","I felt rushed and at first focused on the points for the task but then tried to focus on the shorter ones so they wouldn't expire but that didn't seem to go so well either. "
"1705945283042","I did them as quickly as possible."
"1705945284036","I tried to to the bigger numbers first before it expired"
"1705945286715","I looked at the ones that had the lowest number on the very left and chose the ones that correlated with the highest number of points."
"1705945289600","I chose the most points, and tried to work as quickly as possible. I also considered length if I had time."
"1705945291357","started clicking randomly after noticing it expires from anywhere."
"1705945292718","At first I was looking at which ones game the most points.  Then it seemed a better strategy would be to attempt the ones with the shortest duration."
"1705945294770","I had no strategy i just tried different things to try and get a high score. I am not sure i did a good job though. "
"1705945296059","my strategy was to complete the tasks that were not close together."
"1705945302246","I chose the numbers that I felt would positively impact my score"
"1705945309551","I would picked based on what would optimize to give me the most points. Turns and length were a consideration."
"1705945310246","Go for the most points out of the ones expiring the earliest."
"1705945312276","I didn't quite understand what the deadline meant, as several times I'd be on turn 10, and something that had a deadline of like, 13, would have expired.  So after that I just went in order of deadlin"
"1705945318139","I first tried to do a little bit of everything but quickly realized that none of my work was getting done. I then focused my energy on higher payouts to be completed as soon as possible."
"1705945322849","I tried to balance the points to time to get the most points. "
"1705945331095","I looked for tasks that were over or close to 300 points which seemed to be the most points offered."
"1705945331122","I tried to pick tasks with a longer time to complete, and with more points."
"1705945334357","I tried to find the highest point value. I tried to find the lowest number of turns to point value."
"1705945341321","It was not clear what to do, It took me a few rounds to understand I had to continuously keep taking turns while the tasks were up. I went for the highest pay first until the tasks were complete."
"1705945343544","it was rando"
"1705945346050","The one with the most turns I tried to get done first. Hoping they would expire before i got to them."
"1705945348292","I'm trying to prioritize the task with the most points first. I should have a better chance at getting a higher score this way."
"1705945348422","I just picked the ones that provided the highest points possible in each round. Was somewhat unsure of the full mechanics of the game so played it by ear."
"1705945348609","Since nothing was really working, I decided on maybe submitting 2 tasks at the same time. "
"1705945353463","The first part of the strategy was looking at the task time to completion. This then lead into due date but if two task could not be done by a date the higher point one was chosen. "
"1705945353734","I found the item with the most points and clicked on those first. I then looked for the next set or set of two tasks that were close together and go after them first."
"1705945353999","I reviewed all of the options first focusing on the highest point totals. I then looked at the deadline, making sure I was able to get the top 2 or 3 highest point totals at least."
"1705945354412","complete those with higher points first and quickly"
"1705945357771","go as fast as I can"
"1705945362027","I started with the task with the lower deadlines, as I learned how fast the expirations were, I chose higher point values/"
"1705945364809","I just went for the highest point values that I saw."
"1705945366954","Generally I first claim tasks that have more points."
"1705945368575","I was trying to pick the task with the most points."
"1705945368733","I tried to focus on the deadlines and complete tasks that had lower deadlines first."
"1705945385850","I tried not to miss opportunities because of deadlines that would pass. When there were deadlines that were close, I'd make a judgment based on relative point value."
"1705945389055","i tried to go for the highest point options first and be fast and accurate."
"1705945391656","I tried to get the larger tasks first and then take what was left. Especially if the larger ones were far and away larger."
"1705945392916","I figured out I need to select the tasks quickly before they expire.  It took a few rounds for me to figure that out.  "
"1705945394893","I chose the highest points available."
"1705945398493","I didn't use a strategy I just went with my gut feeling."
"1705945403288","did not know what i was doing--anything i did i did not get any points"
"1705945405339","I chose the easiest task first. I tried to gain as much possible points by being able to complete each tasks for the round. "
"1705945409897","I did not want to go in numerical order, I assumed this would be the lowest percentage due to the fact that it was the most common avenue of approach.  I used non order to try to get the most points  "
"1705945411544","Choose the tasks closest to the deadline after eventually figuring out that was the best way to get the most points."
"1705945411604","I was working on starting the ones that gave me the most points."
"1705945415274","Take tasks worth the most points first and alternate between two highest point value tasks."
"1705945418408","I tried to spread my turns almost every chance I got"
"1705945419095","Go as fast as possible and look for the most points."
"1705945420940","For the most part I just took what was giving the most points"
"1705945421991","I tried to choose the tasks with higher points first "
"1705945423046","I tried doing the task with the highest points first"
"1705945426545","I thought initially was to look at the values only but then tried to focus on the length to try to get the smallest to longest lengths."
"1705945433431","trying to get the most I could"
"1705945436403","It took me a bit to realize how valuable or not my choices may be but eventually I thought I knew what to do. I determined to take the highest points as fast as I could."
"1705945450119","I prioritized the tasks by # of points per task."
"1705945458929","For the most part, I was trying to maximize points.   More than anything else, I was trying to fight the urge to just go after the higher point values."
"1705945462152","I selected the one with most points first"
"1705945467193","Highest numbers"
"1705945467847","I am trying to do the highest reward ones first and then dwindle them down."
"1705945470604","I balanced points versus deadline."
"1705945473084","I was trying to see what turns would yield me points. It seems like I only earned points if I completed all tasks in a trial, so I opted to do that. I do not understand why my point value is so low."
"1705945476350","I tried to find tasks with the highest number of points. Then I clicked on them as fast as I could, from highest to lowest."
"1705945478038","I was not sure when I first started but I decided to try doing a medium or low point job first then pick the largest available at each turn."
"1705945484539","I prioritized tasks based on the deadline and number of points.  Tasks with higher points and faster deadlines took priority. When tasks had similar deadlines, I chose the task with high points."
"1705945488117","My strategy, if that is what you wish to call it, wasn't very useful. I tried to select the tasks with the highest point value."
"1705945494784","I went for the ones with the highest points, starting with the highest and going down. I also looked at deadline so went fast to get in as many as possible."
"1705945499923","My strategy was to look for tasks that had the highest number of points per turn and try to make sure I finished those ones by the deadline. I also looked at the deadline number to finish before then."
"1705945500457","I tried to find the task with the highest points and do that first then go down the list from most points to least.  I clicked really fast too."
"1705945517680","I looked for the tasks with the highest amount of points first.  I did not pay much attention to the expire time because I felt I could not look at both."
"1705945519245","I chose to do the study that had the most amount of points and to do as many of those first as i can."
"1705945520207","I do my best to optimize points each click and not let the good scoring points expire."
"1705945524980","I found that i needed to just click on taskes untill they expired or got completed."
"1705945525756","Originally tried to the ones with the highest point value but adjusted to higher pay out by time allotted. "
"1705945526215","I chose the tasks that had the nearest deadlines first."
"1705945526333","I started with arranging tasks in order from most points to least but then it didn't seem to matter so I tried to figure out which order allowed the most points."
"1705945534446","I tried to choose the one that provided the most points and go down from there."
"1705945537121","I was trying to click the highest first then I started going top to bottom it really doesnt seem to matter it seems random"
"1705945543334","I used the columns with the highest numbers to make my decision. Also noticed more scores were awarded by selecting higher number of turns at a go"
"1705945544403","I used the scores that had less numbers left in the game. Then I tried to pick the choices that had the larger numbers remaining. Both of these methods did not produce the outcome I thought they would"
"1705945557474","I tried to hit the best payoff with earliest deadline first and then went in order from there. I definitely got better as I went along."
"1705945557546","Trying to go to the higher points tasks"
"1705945564484","I tried to get the highest scoring task completed first and go down the list from the next highest score and so on. I didn't pay as much attention to length or round as I was looking at points. "
"1705945566367","I tried to take the highest number of points first and do as many as possible. Then I moved to the next highest number."
"1705945571248","I was trying to pick the one that had the highest points to maximize my gains"
"1705945572219","I tried to complete the tasks that would expire first, and then picked more valuable tasks in the cases where there was conflict"
"1705945573055","I use the strategy of choosing five task"
"1705945573327","At first I started at the top task and clicked as many times as I could. Then I began trying to identify the highest scoring tasks and started there. "
"1705945575033","After I figured it out, look for the tasks that will expire within 10 turns but more than 4 turns. Do the one with the biggest pay."
"1705945578485","I tried just clicking as fast as possible. Focusing on specific payments wouldn't really help because it went too fast."
"1705945581190","I tried to do the ones that ended earliest with an eye towards how much they made. "
"1705945582608","I tried to get as many points as possible doing a good probability task."
"1705945585007","At first I prioritized tasks with the shortest deadline but then switched to the tasks with the highest points."
"1705945585593","First I used to do up to down way and then I started to look clearly and click randomly."
"1705945589721","I tried to focus on the deadlines mainly and made sure to use higher point options with low deadlines first."
"1705945593486","to understand which option had the best points vs when it was set to expire. I felt that I needed to get the most use out of my time/when the points deadline was."
"1705945595851","I had no idea what I was doing for the first round and prioritized all of theme equally. Then I tried clicking from the top down as fast as possible. Then I tried clicking from the bottom up."
"1705945600756","I just randomly picked which tasks to do."
"1705945604367","It seemed that choosing tasks based on points allowed other tasks to expire before I could get to them.  Choosing tasks based on turns yielded the same result.  So I picked based on expiration."
"1705945607498","I tried to work fast and choose the tasks with the hiher point values."
"1705945610044","I tried to click as fast on the tasks that had the most points. I started with clicking on the task with the greatest points, and then quickly moved on to the next task with the second greatest points"
"1705945611933","I prioritized the ones with the earliest deadline and highest points. "
"1705945614408","I didnt choose the ones with the most first, I chose the second or third most, and then went from there. it seemed to work better than goign in order."
"1705945617217","I tried to go as quickly as possible but then I switched to the ones with the higher points. "
"1705945620943","I look at the deadline, then look at point values and determine as quickly as possible what to prioritize."
"1705945623282","I tried to focus on the shortest deadline tasks and optimize those to get the most points."
"1705945626492","I tried doing highest point value in the tasks. I thought that would get me closer to 30"
"1705945631836","I chose the ones in column one that had the lowest number to the highest. "
"1705945635566","I had no idea at first.  Then I just clicked as fast as I could and moved on to the next one and clicked as many times as I could before it said completed or expired .  It was really totally random."
"1705945642889","At first i would click the ones with the highest point value but noticed that this caused several others to expire. Clicking on the lowest points first seem to ensure more tasks remained available."
"1705945647597","I tried to pick the ones that expired first and go for those. "
"1705945652061","I tried to go as quickly as possible to get through all of the tasks before they expired."
"1705945654360","I'm totally confused on what I was supposed to be doing."
"1705945661247","make more points"
"1705945663353","I used the turns with the greatest number of points and worked quickly."
"1705945667638","I tried to pick the highest rewards first."
"1705945675317","I tried to optimize the rounds on the highest point tasks. This meant doing multiple rounds of the task."
"1705945677699","I tried to go with the largest numbers"
"1705945686427","I chose tasks with the  most points first, I figured I'd be more mentally sharp and  should complete tasks with higher points first"
"1705945696406","Highest points first. Get all you can up front."
"1705945696905","I wasn't 100% sure how to maximize the most points. I tried to focus mostly on which task awarded the most points and go from highest to lowest  while also focusing on which had the lowest deadline. "
"1705945706373","I tried to start with the tasks that had the fastest approaching deadlines with the most points per deadline, short deadlines 1st. If more than one task was close, I picked the one with the max value."
"1705945706443","I tried to complete the tasks in order by deadline and if they had the most point value first."
"1705945708312","I just clicked fast"
"1705945713542","Random selection of tasks."
"1705945716523","I go for the highest points and select those tasks in descending order."
"1705945716741","
I am trying to hit the highest paying tasks first and fast.  Then, I go in order of best pay until they're all out.   I tried one round of just hitting them consecutively and it was my worst round."
"1705945721582","I guess I started looking at the deadline for each task and used that so I wouldn't run out of time."
"1705945726000","i focused on the points and the dead line"
"1705945727257","Looked at deadlines and point worth and tried to optimize for tasks that would not be available as the turns progressed."
"1705945727976","I tried to see what could fit into the deadline, and if it couldn't fit, then I would skip it.  If multiples fit, then I see which one was worth more points and then choose that one.  "
"1705945729576","I started by randomly selection tasks and seeing if I could get any points.  Then, after I did not get any points, I just started selection the top task."
"1705945732783","i dont really know i could not figure out the best strategy."
"1705945735243","Since the stated goal was collecting the most points, I attempted to select the one showing the most available points. I did notice as the page turned once I had selected the second highest amount."
"1705945742761","I went with what I thought was the best way forward."
"1705945759590","Shortest time to complete mixed with point value. "
"1705945764680","I didn't understand the game at all."
"1705945770877","In the beginning I failed to notice the deadlines. Once I did that, I started to go for the quickest deadlines first and then look at my options from there. "
"1705945777132","To take the largest first if it didn't look to make too many others expire."
"1705945781287","I first started randomly picking. Then i realized that if i went with a median number i could usually add a few more on. Then at the end i went with the second largest number and then picked the biggg"
"1705945783930","I looked at all the data and tried to make the best choice off of that."
"1705945789636","at first i took my time trying to balance the deadline and points, it turned out it expired quickly. so after that I just click fast trying to find a relatively higher point one and click 5 times"
"1705945793380","I took the highest number. Then i tried to see what it meant with the letters "
"1705945798113","I tried to get the higher ones first  before they disappeared. I also tried to get those with a faster  time first."
"1705945807065","I tried to use the amounts to get the most points in the end."
"1705945807529","Started clicking the highest number of points until it ended. Should have started out quicker."
"1705945811995","I tried to maximize point's relative to how long the line item had to expire."
"1705945819596","I looked at the timers and the amount of points available. I also tried to click as quickly as I could."
"1705945821836","amount of turns needed for the maximum points. "
"1705945825195","I chose the tasks that offered the most points"
"1705945825963","I used different strategies each time as it showed I received 0 point. First I went for the most points and then I went for the least amount of turns."
"1705945826664","I looked at the deadline vs the amount of points it would give. if the trade off for more points is worth skipping one then I would maximize points over completed tasks. "
"1705945856819","I found that it was better to look at the points and the deadlines together to determine whether the higher points would still be available after completing a task."
"1705945866114","I attempted to take the total number of turns I had left and look at the number of turns a task would take. Then I'd try to see which task had a deadline that needed met early."
"1705945878775","I tried complete the tasks that expired the soonest and go for the ones that had a higher pay out."
"1705945880706","The first two I picked randomly, then after that I started with the tasks that had the highest points and just continued to pick which was highest and still available. "
"1705945881982","I tried to find the max point value and start from there. "
"1705945882330","i tried to complete the tasks with the highest point value"
"1705945884327","I did not use any strategy to prioritize tasks. I just tried to click the boxes as quickly as possible."
"1705945888094","I really didn't know there was a strategy in completing the task. I just randomly selected #'s not knowing what I was doing."
"1705945889856","I chose the tasks with the most points so that they would be easier to accumulate them."
"1705945894756","I just went with the highest points available and made my choices according to those numbers."
"1705945896332","Do the tasks that have the closest deadlines first and then compare where they're at."
"1705945898938","I predicted selection and chose the easy task available "
"1705945900630","I went for the highest number of points as first priority."
"1705945901699","review how much each are completed and earning point"
"1705945910514","I picked the task that has the most points with less deadline time and I did them first. Then I go look at the next one."
"1705945917969","First I went with the highest points first and then I just started clicking on them starting at the top and going down not really caring too much about the points."
"1705945933483","I simply went for highest paying first. I don't have the math skills to figure out how to prioritize the tasks in a more efficient way. I also didn't  understand the deadlines anyways."
"1705945946878","I went bottom up. I think I was faster that way."
"1705945961360","I went with the tasks that had the most points first thinking that maybe I would score higher on them."
"1705945963796","I just clicked as fast as possible. "
"1705945964123","I tried to get the ones that had the. highest score of points."
"1705945965678","Tried to get the earlier ones done while maximizing points"
"1705945979624","I tried to quickly select the tasks with the top amount of points."
"1705945982121","My strategy was to take turns on the tasks with the most points first and go down the line."
"1705945982997","I would click quick. Sometimes, I will have to skip to embrace the next challeges."
"1705945991762","I just pick the most points per task."
"1705946021606","I did not use a strategy in this study."
"1705946025357","I had no idea what I was looking for; therefore, I clicked on the most points first, then I tried ones with lesser points."
"1705946026981","I went down the line until I could complete it. It took a lot of clicking. "
"1705946037064","I was trying to just focus on the points and hit as fast as possible to accumulate the highest point category before it ran out. I would move to the next highest if the time ran out on the previous."
"1705946048070","tried to get them all done as fast as i could click on them all"
"1705946054802","I usually started with the highest point tasks first. But if it seemed the others were expiring fast I would do one then another trying to find the best combo"
"1705946055898","I pretty went for the task that gave the most points. After that I went for the second most points and so on. For a round or 2 I tried to spread them evenly to see if it'll affect how they expired."
"1705946057208","I went for the highest points first. I didn't pay too much attention to the length of each task. "
"1705946065307","on the first few task i started with the task with the higher points. then i switched strategies and started the ones with the smallest number of points in hopes that fewer task would expire"
"1705946066826","most points click first and so on."
"1705946081164","I was trying different ways to get points. So I chose ones that had more tasks then just went with the ones with a lot of points available. I am not sure what my strategy really was. I was trying"
"1705946101554","Tried to get as many selected before deadline was up, did better toward the end than the start"
"1705946105849","I tried to select the items with the largest amount of points first."
"1705946115185","I started at the top. Then I changed and went for the highest amount. "
